molecule_chembl_id,canonical_smiles,standard_value
CHEMBL324269,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2cc(F)ccc2c1,2.6
CHEMBL331799,CNCC1C2CCC(C2)C1c1ccc2ccccc2c1,4.9
CHEMBL419385,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2cc(O)ccc2c1,47.0
CHEMBL432022,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2cc(F)ccc2c1,4.4
CHEMBL323678,COc1ccc2cc([C@H]3C4CCC(C4)[C@@H]3CN(C)C)ccc2c1,25.0
CHEMBL113136,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,25.0
CHEMBL322067,CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c1ccc(Cl)c(Cl)c1,57.0
CHEMBL109517,CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1,5.8
CHEMBL323447,CN(C)CC1C2CCC(C2)C1c1cccc2ccccc12,52.0
CHEMBL322348,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2cc(OC)ccc2c1,12.0
CHEMBL109571,CN(C)CC1C2CCC(C2)C1c1ccc2ccccc2c1,2.8
CHEMBL111128,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,3.6
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,2.3
CHEMBL278165,CN(C)Cc1ccccc1Sc1ccc(Br)cc1CO,0.52
CHEMBL23034,CN(C)Cc1ccccc1Sc1ccc(I)cc1N,840.0
CHEMBL361259,CSc1ccc([C@H]2CN3CCC[C@H]3c3ccccc32)cc1,0.01
CHEMBL356755,CN(C)C(=O)c1ccccc1Sc1cc(N)c(Cl)cc1[N+](=O)[O-],15050.0
CHEMBL2114391,[11CH3]Sc1ccc([C@@H]2CN3CCC[C@@H]3c3ccccc32)cc1,1.82
CHEMBL114275,CN(C)Cc1ccccc1Sc1ccc(I)cc1CO,0.097
CHEMBL142517,CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1[N+](=O)[O-],2810.0
CHEMBL142158,CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1N,650.0
CHEMBL113382,CN(C)Cc1ccccc1Sc1ccc(Cl)cc1CO,55.0
CHEMBL92860,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(Cc4ccc5ccccc5c4)CC3)[C@@H]1CO2,1.7
CHEMBL90997,Fc1ccc2c(c1)CC(CC1CN=CN1)C2,77.0
CHEMBL2112978,C(=C/c1ccccc1)\CN1CCN(C[C@@H]2ON=C3c4ccccc4OC[C@H]32)CC1,16.0
CHEMBL2112981,C(=C/c1ccccc1)\CN1CCN(C[C@@H]2ON=C3c4ccccc4NC[C@H]32)CC1,84.0
CHEMBL2112984,c1ccc2c(c1)NC[C@@H]1C2=NO[C@H]1CN1CCN(Cc2ccc3ccccc3c2)CC1,0.5
CHEMBL2112970,CN1C[C@@H]2C(=NO[C@H]2CN2CCN(C/C=C/c3ccccc3)CC2)c2ccccc21,16.0
CHEMBL2112973,CCNC(=O)N1C[C@@H]2C(=NO[C@H]2CN2CCN(C/C=C/c3ccccc3)CC2)c2ccccc21,23.0
CHEMBL2112975,CCOC(=O)N1C[C@@H]2C(=NO[C@H]2CN2CCN(C/C=C/c3ccccc3)CC2)c2ccccc21,2.6
CHEMBL426959,CC(=O)N1C[C@@H]2C(=NO[C@H]2CN2CCN(CCC/C=C/c3ccccc3)CC2)c2ccccc21,61.0
CHEMBL2112983,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C=C/c4ccccc4)CC3)[C@@H]1CN2,9.7
CHEMBL2112985,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccccc4)CC3)[C@@H]1CN2,8.9
CHEMBL2112971,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C=C(\C)c4ccccc4)CC3)[C@@H]1CN2,15.0
CHEMBL2112974,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(Cc4ccc(Cl)cc4)CC3)[C@@H]1CN2,151.0
CHEMBL2112976,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(Cc4ccc5ccccc5c4)CC3)[C@@H]1CN2,1.5
CHEMBL2112980,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(Cc4ccc5ncccc5c4)CC3)[C@@H]1CN2,22.0
CHEMBL2112969,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(CCOc4ccc(F)cc4)CC3)[C@@H]1CN2,154.0
CHEMBL2112977,COc1cc2c(cc1OC)N(C)C[C@@H]1C2=NO[C@H]1CN1CCN(CCC/C(C)=C/c2ccccc2)CC1,104.0
CHEMBL2112979,C1=C[C@@H]2C(=NO[C@H]2CN2CCN(C/C=C/c3ccccc3)CC2)c2ccccc21,106.0
CHEMBL2112982,COc1ccc2c(c1)C=C[C@@H]1C2=NO[C@H]1CN1CCN(C/C=C/c2ccccc2)CC1,7.3
CHEMBL2112972,COc1ccc2c(c1)C=C[C@@H]1C2=NO[C@H]1CN1CCN(Cc2ccc3ccccc3c2)CC1,1.4
CHEMBL180470,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(O)cc4OC[C@H]32)CC1,3.6
CHEMBL435352,COCCOc1ccc2c(c1)OC[C@@H]1C2=NO[C@H]1CN1CCN(C/C(C)=C/c2ccccc2)CC1,4.5
CHEMBL179237,CCOCCOCCOc1ccc2c(c1)OC[C@@H]1C2=NO[C@H]1CN1CCN(C/C(C)=C/c2ccccc2)CC1,17.0
CHEMBL369378,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OC5CCCC5)cc4OC[C@H]32)CC1,56.0
CHEMBL176261,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OCCN(C)C)cc4OC[C@H]32)CC1,3.5
CHEMBL176116,CC(=O)Oc1ccc2c(c1)OC[C@@H]1C2=NO[C@H]1CN1CCN(C/C(C)=C/c2ccccc2)CC1,7.7
CHEMBL175853,COCC(=O)Oc1ccc2c(c1)OC[C@@H]1C2=NO[C@H]1CN1CCN(C/C(C)=C/c2ccccc2)CC1,5.7
CHEMBL175911,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OC(=O)C5CC5)cc4OC[C@H]32)CC1,26.0
CHEMBL180322,C=CC(=O)Oc1ccc2c(c1)OC[C@@H]1C2=NO[C@H]1CN1CCN(C/C(C)=C/c2ccccc2)CC1,41.0
CHEMBL178588,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OC(=O)C(C)(C)C)cc4OC[C@H]32)CC1,12.0
CHEMBL425324,C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OC(=O)c5ccncc5)cc4OC[C@H]32)CC1,13.0
CHEMBL183470,CN(C)Cc1ccccc1Oc1ccc(I)cc1CO,0.12
CHEMBL186962,CN(C)Cc1ccccc1Oc1ccc(I)cc1N,0.37
CHEMBL186056,CN(C)Cc1ccccc1Cc1ccc(I)cc1N,48.6
CHEMBL535371,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1.Cl.Cl,25.12
CHEMBL22183,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,0.25
CHEMBL190700,CN(C)Cc1ccccc1Sc1ccccc1N,1.59
CHEMBL190703,C=Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,1.12
CHEMBL189367,CCc1ccc(Sc2ccccc2CN(C)C)c(N)c1,0.49
CHEMBL190937,CN(C)Cc1ccccc1Sc1ccc(CO)cc1N,0.57
CHEMBL187935,CN(C)Cc1ccccc1Sc1ccc(CCO)cc1N,50.58
CHEMBL188964,CN(C)Cc1ccccc1Sc1ccc(CCF)cc1N,8.5
CHEMBL413562,CN(C)Cc1ccccc1Sc1ccc(CCCO)cc1N,92.26
CHEMBL363396,CN(C)Cc1ccccc1Sc1ccc(CCCF)cc1N,8.55
CHEMBL2113055,CNC(=O)c1ccccc1Sc1ccccc1[N+](=O)[O-],83.43
CHEMBL2113054,CNC(=O)c1ccccc1Sc1ccc(C)cc1[N+](=O)[O-],1.94
CHEMBL189375,CCc1ccc(Sc2ccccc2CNC)c(N)c1,2.04
CHEMBL362783,CNCc1ccccc1Sc1ccc(CO)cc1N,15.11
CHEMBL192824,Cc1cc(N)c(Sc2ccccc2CN(C)C)cc1F,179.3
CHEMBL190860,CN(C)Cc1ccccc1Sc1ccc(F)cc1N,1.46
CHEMBL143707,CN(C)Cc1ccccc1Sc1ccc(CF)cc1N,1.04
CHEMBL366170,Cc1ccc(Sc2ccccc2CN)c(N)c1,30.0
CHEMBL192619,CCNCc1ccccc1Sc1ccc(C)cc1N,70.2
CHEMBL192528,Cc1ccc(Sc2ccccc2CNCCF)c(N)c1,71.3
CHEMBL425010,CCCNCc1ccccc1Sc1ccc(C)cc1N,2177.0
CHEMBL195585,Cc1ccc(Sc2ccccc2CNCCCF)c(N)c1,518.0
CHEMBL365812,C=CCNCc1ccccc1Sc1ccc(C)cc1N,80.9
CHEMBL180630,CN(C)CCCc1c[nH]c2ccc(C#N)cc12,2.0
CHEMBL361949,CN(C)CCCc1c[nH]c2ccc(F)cc12,4.0
CHEMBL196468,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,0.56
CHEMBL197354,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2c(C#N)cccc12,0.58
CHEMBL197966,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(C#N)ccc12,7.4
CHEMBL198018,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cccc(C#N)c12,230.0
CHEMBL198019,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,2.1
CHEMBL364050,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2c(F)cccc12,10.0
CHEMBL194960,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cc(F)ccc12,38.0
CHEMBL194909,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2cccc(F)c12,59.0
CHEMBL1162965,CN(C)CC1CC1c1c[nH]c2ccc(C#N)cc12,7.1
CHEMBL196513,CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,24.0
CHEMBL195774,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12,8.9
CHEMBL197315,CN(C)C[C@@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,41.0
CHEMBL373211,CN(C)C[C@H]1C[C@H]1c1c[nH]c2ccc(C#N)cc12,5.7
CHEMBL194910,CN(C)C[C@@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,17.0
CHEMBL383347,CN(C)C[C@H]1C[C@H]1c1c[nH]c2ccc(F)cc12,100.0
CHEMBL199053,CN(C)C[C@H]1C[C@@H]1c1cn(C)c2ccc(C#N)cc12,6.5
CHEMBL199054,CCn1cc([C@H]2C[C@@H]2CN(C)C)c2cc(C#N)ccc21,1.8
CHEMBL89245,O=C(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)N(c1ccc(F)cc1)C1CCNCC1,251.19
CHEMBL91418,Cc1cc(C)cc(OCC(=O)N(c2ccc(Cl)c(Cl)c2)C2CCNCC2)c1,31.62
CHEMBL326134,CN(C)CC(O)COc1cccc2[nH]ccc12,7000.0
CHEMBL114453,OC(CCc1ccccc1)CN1CCC2(CC1)OCc1c2ccc2ccccc12,10.0
CHEMBL194310,CNCCC1Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL196365,CNCCCC1Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL198655,CNCCCCC1Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL196368,CNCCCC1Cc2ccccc2N(c2cccc(F)c2)C1=O,100.0
CHEMBL194574,CNCCCC1Cc2ccccc2N(c2cccc(Cl)c2)C1=O,100.0
CHEMBL194205,CNCCCC1(C)Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL370063,CNCCCC1(C)Cc2ccccc2N(c2cccc(C)c2)C1=O,100.0
CHEMBL194907,CNCCCC1Cc2ccccc2N(c2ccc(F)cc2)C1=O,100.0
CHEMBL197643,CNCCCC1Cc2ccccc2N(c2ccc(Cl)cc2)C1=O,100.0
CHEMBL198033,CNCCCC1Cc2ccccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL198038,CCc1ccc(N2C(=O)C(CCCNC)Cc3ccccc32)cc1,100.0
CHEMBL372318,CNCCCC1Cc2ccccc2N(c2ccc(C(F)(F)F)cc2)C1=O,100.0
CHEMBL198176,CNCCCC1(C)Cc2ccccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL198177,CNCCCC1(C)Cc2ccccc2N(c2ccc(C(C)C)cc2)C1=O,100.0
CHEMBL198275,CNCCCC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1=O,100.0
CHEMBL198011,CNCCCC1(C)Cc2ccccc2N(c2ccc(F)c(F)c2)C1=O,100.0
CHEMBL198706,CNCCCC1(C)Cc2ccccc2N(c2cc(F)cc(F)c2)C1=O,100.0
CHEMBL380559,CNCCCC1(C)Cc2ccccc2N(c2cc(Cl)cc(Cl)c2)C1=O,100.0
CHEMBL197960,CCC1(CCCNC)Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL198960,CCCC1(CCCNC)Cc2ccccc2N(c2ccccc2)C1=O,100.0
CHEMBL196751,CCC1(CCCNC)Cc2ccccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL199116,CCCC1(CCCNC)Cc2ccccc2N(c2ccc(C)cc2)C1=O,160.0
CHEMBL194781,CNCCCC1Cc2cc(F)ccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL373233,CNCCCC1Cc2cc(Cl)ccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL198215,CNCCCC1(C)Cc2cc(Cl)ccc2N(c2ccc(C)cc2)C1=O,100.0
CHEMBL199093,CCC1(CCCNC)Cc2cc(Cl)ccc2N(c2ccc(C)cc2)C1=O,128.0
CHEMBL124069,Fc1cc2c(c(OCCNCCCc3c[nH]c4ccc(F)cc34)c1)OCCC2,0.5
CHEMBL183921,CC(COc1ccc2c(c1)NC(=O)CO2)NCC(O)COc1cccc2[nH]ccc12,50.12
CHEMBL183460,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)NC(=O)CO5)CC3)cccc2n1,6.31
CHEMBL180700,O=C1COc2ccc(OCCNCCCOc3cccc4[nH]ccc34)cc2N1,79.43
CHEMBL42553,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2C,12.0
CHEMBL372378,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NCCCCCC(=O)NCCOC(=O)[C@@H]4C5CCC(C[C@@H]4c4ccc(Cl)c(Cl)c4)N5C)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,1490.0
CHEMBL196760,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NCCCCCC(=O)NCCN4C5CCC4[C@@H](C(=O)OC)[C@@H](c4ccc(Cl)c(Cl)c4)C5)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,392.0
CHEMBL216773,CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)NC[C@H]4CC[C@H](C(=O)NCCN5C6CCC5[C@@H](C(=O)OC)[C@@H](c5ccc(Cl)c(Cl)c5)C6)CC4)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,705.0
CHEMBL198842,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)c(Cl)c1)N2CCNC(=O)CCCN1CCCc2cc3c(cc21)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C3.[O-][Cl+3]([O-])([O-])[O-],227.0
CHEMBL3350391,CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,8685.0
CHEMBL317757,CN1C2CCC1CC(OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,3260.0
CHEMBL3085019,CN1[C@@H]2CC[C@H]1C[C@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,48500.0
CHEMBL3085018,Fc1ccc(C(N[C@H]2C[C@H]3CC[C@@H](C2)N3CCc2c[nH]c3ccccc23)c2ccc(F)cc2)cc1,347.0
CHEMBL3085023,NCCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,10900.0
CHEMBL3085031,O=C(CCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2)Nc1ccccc1,608.0
CHEMBL3085030,Fc1ccc(C(N[C@H]2C[C@H]3CC[C@@H](C2)N3CCCCc2ccccc2)c2ccc(F)cc2)cc1,502.0
CHEMBL3085029,CCCCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,2640.0
CHEMBL3085028,C=CCN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(F)cc1)c1ccc(F)cc1)C2,3920.0
CHEMBL3085027,Fc1ccc(C(N[C@H]2C[C@H]3CC[C@@H](C2)N3)c2ccc(F)cc2)cc1,4150.0
CHEMBL3085033,CN(C(c1ccc(F)cc1)c1ccc(F)cc1)[C@H]1C[C@H]2CC[C@@H](C1)N2C,17200.0
CHEMBL3085032,CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(Cl)c(Cl)c1)c1ccc(Cl)c(Cl)c1)C2,3010.0
CHEMBL3085025,CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccccc1)c1ccc(Cl)cc1)C2,13600.0
CHEMBL3085024,CN1[C@@H]2CC[C@H]1C[C@@H](NC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)C2,4180.0
CHEMBL199824,Cn1c(=O)cnn(CCCCN2CCN(c3cccc4ccc(O[11CH3])cc34)CC2)c1=O,6144.0
CHEMBL371300,C[C@H](N)Cn1ncc2ccc(O)cc21,10000.0
CHEMBL201960,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,3770.0
CHEMBL202055,CCCC(C(O)c1ccc(C)cc1)N1CCCC1,10000.0
CHEMBL204288,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1,2460.0
CHEMBL205028,CCCCNC(CCC)C(=O)c1ccc(Cl)c(Cl)c1,5080.0
CHEMBL2113217,C#CCC(C(=O)c1ccc(C)cc1)N1CCCC1,10000.0
CHEMBL202348,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,1060.0
CHEMBL202410,C=CCC(C(=O)c1ccc(C)cc1)N1CCCC1,10000.0
CHEMBL202409,Cc1ccc(C(=O)C(CC(C)C)N2CCCC2)cc1,2870.0
CHEMBL201978,CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,810.0
CHEMBL201977,CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,630.0
CHEMBL202565,CCCC(CN1CCCC1)C(=O)c1ccc(C)cc1,4100.0
CHEMBL377498,CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,3900.0
CHEMBL202939,CCC(CC(=O)c1ccc(C)cc1)N1CCCC1,10000.0
CHEMBL377510,CCCC(C(=O)c1ccc(-c2cccn2C)cc1)N1CCCC1,10000.0
CHEMBL369997,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,3320.0
CHEMBL201976,CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,3330.0
CHEMBL382768,CCCC(C(=O)c1ccc(OC)c(OC)c1)N1CCCC1,7460.0
CHEMBL202846,CCCC(C(=O)c1ccc(O)c(O)c1)N1CCCC1,10000.0
CHEMBL203488,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,199.0
CHEMBL204759,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,33.1
CHEMBL204254,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,5900.0
CHEMBL203403,CCCC(C(=O)c1ccccc1C)N1CCCC1,3720.0
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,6700.0
CHEMBL204490,CCCC(C(=O)c1ccc(C(F)(F)F)cc1)N1CCCC1,959.0
CHEMBL379679,CCCC(C(=O)c1ccc(NC(C)=O)cc1)N1CCCC1,10000.0
CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,3650.0
CHEMBL381127,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,4080.0
CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,2460.0
CHEMBL203563,CCCC(C(=O)c1ccc(O)cc1)N1CCCC1,10000.0
CHEMBL203562,CCCC(C(=O)c1ccc(CO)cc1)N1CCCC1,10000.0
CHEMBL202518,CCCC(C(=O)c1ccc(C#N)cc1)N1CCCC1,10000.0
CHEMBL426304,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,1400.0
CHEMBL202479,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,301.0
CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,830.0
CHEMBL203640,CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,10000.0
CHEMBL205082,CCCC(C(=O)c1ccccc1)N1CCCC1,10000.0
CHEMBL380699,CCC[C@H](C(=O)c1ccc(C)cc1)N1CCCC1,10000.0
CHEMBL372312,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,2220.0
CHEMBL383422,Cc1ccc(Nc2ccccc2CN(C)C)c(N)c1,10.28
CHEMBL204199,Cc1ccc(Oc2ccccc2CN(C)C)c(N)c1,0.53
CHEMBL203821,Cc1ccc([S+]([O-])c2ccccc2CN(C)C)c(N)c1,4.15
CHEMBL206128,Fc1ccc(C(OCCC2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,136.0
CHEMBL381256,Fc1ccc(C(OCCC2CCN(C[C@@H]3C[C@H]3c3ccccc3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,16.0
CHEMBL205005,Fc1ccc(C(OCCC2CCN(CC3=Cc4ccccc4CC3)CC2)c2ccc(F)cc2)cc1.O=C(O)C(=O)O,127.0
CHEMBL383071,C[C@@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1.O=C(O)C(=O)O,30.0
CHEMBL424682,C[C@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1.O=C(O)C(=O)O,58.0
CHEMBL205025,O=C(O)C(=O)O.O[C@@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,22.0
CHEMBL383682,O=C(O)C(=O)O.O[C@H](CCN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccccc1,43.0
CHEMBL383745,O=C(O)C(=O)O.O[C@@H](CCN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,230.0
CHEMBL204060,O=C(O)C(=O)O.O[C@H](CCN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,280.0
CHEMBL202644,C[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O,100.0
CHEMBL444540,C[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O,53.0
CHEMBL381842,N[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O.O=C(O)C(=O)O,76.0
CHEMBL204814,N[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1.O=C(O)C(=O)O.O=C(O)C(=O)O,68.0
CHEMBL383464,O=C(O)C(=O)O.O[C@@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,38.0
CHEMBL202860,O=C(O)C(=O)O.O[C@H](CCc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,13.0
CHEMBL380406,O=C(O)C(=O)O.O[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,82.0
CHEMBL204530,O=C(O)C(=O)O.O[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,91.0
CHEMBL204586,O=C(O)C(=O)O.O[C@@H](Cc1ccccc1)CN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1,450.0
CHEMBL382783,O=C(O)C(=O)O.O[C@H](Cc1ccccc1)CN1CCC(CCOC(c2ccccc2)c2ccccc2)CC1,286.0
CHEMBL203013,C[C@@H]1CNC[C@H]2Cc3ccc(COCC4CC4)nc3N21,1000.0
CHEMBL426317,COc1cccc(N2CCN(CCCCn3ncc(=O)n(C)c3=O)CC2)c1,10000.0
CHEMBL300115,O[C@H](COc1cccc2[nH]ccc12)CN1CCC(c2cc3ccccc3s2)CC1,16.75
CHEMBL129238,Cc1cc2c(OC[C@@H](O)CN3CC[C@@H](c4cc5cc(F)ccc5s4)C[C@@H]3C)cccc2[nH]1,0.24
CHEMBL78405,COc1ccc2cc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)sc2c1,1.1
CHEMBL311964,Cc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,0.44
CHEMBL79151,C[C@H]1C[C@H](c2cc3cc(Cl)ccc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,0.58
CHEMBL309396,C[C@H]1C[C@H](c2cc3ccc(F)cc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,0.31
CHEMBL311701,C[C@H]1C[C@H](c2cc3ccccc3s2)CCN1C[C@H](O)COc1cccc2[nH]ccc12,0.51
CHEMBL308388,COc1cccc2sc([C@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@H](C)C3)cc12,1.15
CHEMBL76747,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,0.27
CHEMBL310883,COc1cccc2sc([C@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@@H](C)C3)cc12,13.59
CHEMBL307874,COc1cccc2sc([C@@H]3CCN(C[C@H](O)COc4cccc5[nH]ccc45)[C@H](C)C3)cc12,14.71
CHEMBL56601,O[C@H](COc1cccc2[nH]ccc12)CN1CCC(c2cc3ccc(F)cc3s2)CC1,1.99
CHEMBL300340,COc1cccc2sc(C3CCN(C[C@H](O)COc4cccc5[nH]c(C)cc45)CC3)cc12,51.16
CHEMBL56795,COc1cccc2sc(C3CCN(C[C@H](O)COc4cccc5[nH]ccc45)CC3)cc12,12.63
CHEMBL208069,CCN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)/C=C/C(=O)O,8.0
CHEMBL382554,FC(F)(F)CN(Cc1ccccc1C(F)(F)F)C1CCNCC1.O=C(O)C(O)C(O)C(=O)O,4.6
